,date,hour,temperature_2m,snowfall,rain,weather_code,snow_depth,showers,Boro,Vol,street,fromSt,toSt,Direction
154,2024-01-07,6,35.7035,0.0,0.035433073,53.0,0.065616794,0.0,Manhattan,21,9 AVENUE,West 219 Street,West 220 Street,SB
155,2024-01-07,7,34.9835,0.0,0.015748031,51.0,0.032808397,0.0,Queens,42,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
156,2024-01-07,7,34.9835,0.0,0.015748031,51.0,0.032808397,0.0,Brooklyn,11,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
157,2024-01-07,7,34.9835,0.0,0.015748031,51.0,0.032808397,0.0,Manhattan,79,9 AVENUE,West 219 Street,West 220 Street,SB
158,2024-01-07,7,34.9835,0.0,0.015748031,51.0,0.032808397,0.0,Queens,19,GRAND AVENUE,72 Street,Mazeau Street,EB
159,2024-01-07,7,34.9835,0.0,0.015748031,51.0,0.032808397,0.0,Queens,33,BROADWAY,Queens Boulevard Line,Queens Boulevard,NB
160,2024-01-07,8,35.5235,0.0,0.0,3.0,0.032808397,0.0,Queens,45,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
161,2024-01-07,8,35.5235,0.0,0.0,3.0,0.032808397,0.0,Brooklyn,17,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
162,2024-01-07,8,35.5235,0.0,0.0,3.0,0.032808397,0.0,Manhattan,16,9 AVENUE,West 219 Street,West 220 Street,SB
163,2024-01-07,8,35.5235,0.0,0.0,3.0,0.032808397,0.0,Queens,31,GRAND AVENUE,72 Street,Mazeau Street,EB
164,2024-01-07,8,35.5235,0.0,0.0,3.0,0.032808397,0.0,Queens,35,BROADWAY,Queens Boulevard Line,Queens Boulevard,NB
165,2024-01-07,9,35.8835,0.0,0.0,3.0,0.032808397,0.0,Queens,42,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
166,2024-01-07,9,35.8835,0.0,0.0,3.0,0.032808397,0.0,Brooklyn,41,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
167,2024-01-07,9,35.8835,0.0,0.0,3.0,0.032808397,0.0,Manhattan,24,9 AVENUE,West 219 Street,West 220 Street,SB
168,2024-01-07,9,35.8835,0.0,0.0,3.0,0.032808397,0.0,Queens,30,GRAND AVENUE,72 Street,Mazeau Street,EB
169,2024-01-07,9,35.8835,0.0,0.0,3.0,0.032808397,0.0,Queens,73,BROADWAY,Queens Boulevard Line,Queens Boulevard,NB
170,2024-01-07,10,36.4235,0.0,0.0,3.0,0.032808397,0.0,Queens,50,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
171,2024-01-07,10,36.4235,0.0,0.0,3.0,0.032808397,0.0,Brooklyn,44,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
172,2024-01-07,10,36.4235,0.0,0.0,3.0,0.032808397,0.0,Manhattan,21,9 AVENUE,West 219 Street,West 220 Street,SB
173,2024-01-07,10,36.4235,0.0,0.0,3.0,0.032808397,0.0,Queens,56,GRAND AVENUE,72 Street,Mazeau Street,EB
174,2024-01-07,10,36.4235,0.0,0.0,3.0,0.032808397,0.0,Queens,76,BROADWAY,Queens Boulevard Line,Queens Boulevard,NB
175,2024-01-07,11,36.6035,0.0,0.0,3.0,0.0,0.0,Queens,49,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
176,2024-01-07,11,36.6035,0.0,0.0,3.0,0.0,0.0,Brooklyn,27,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
177,2024-01-07,11,36.6035,0.0,0.0,3.0,0.0,0.0,Manhattan,17,9 AVENUE,West 219 Street,West 220 Street,SB
178,2024-01-07,11,36.6035,0.0,0.0,3.0,0.0,0.0,Queens,67,GRAND AVENUE,72 Street,Mazeau Street,EB
