RequestID,Boro,M,D,Yr,HH,Vol,SegmentID,street,fromSt,toSt,Direction
37077,Brooklyn,1,12,2024,2,0,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,12,2024,3,8,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,12,2024,4,7,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,12,2024,5,23,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,12,2024,6,74,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,12,2024,7,85,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,12,2024,8,125,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,12,2024,9,138,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,12,2024,10,119,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,12,2024,11,111,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,12,2024,12,94,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,12,2024,13,82,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,12,2024,14,73,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,12,2024,15,94,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,12,2024,16,103,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,12,2024,17,118,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,12,2024,18,71,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,12,2024,19,36,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,12,2024,20,18,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,12,2024,21,12,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,12,2024,22,17,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,12,2024,23,10,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Queens,1,13,2024,8,50,253492,BROADWAY,Queens Boulevard Line,Queens Boulevard,NB
37077,Queens,1,13,2024,9,66,253492,BROADWAY,Queens Boulevard Line,Queens Boulevard,NB
37077,Queens,1,13,2024,10,78,253492,BROADWAY,Queens Boulevard Line,Queens Boulevard,NB
37077,Queens,1,13,2024,11,70,253492,BROADWAY,Queens Boulevard Line,Queens Boulevard,NB
37077,Queens,1,13,2024,12,59,253492,BROADWAY,Queens Boulevard Line,Queens Boulevard,NB
37077,Queens,1,13,2024,13,53,253492,BROADWAY,Queens Boulevard Line,Queens Boulevard,NB
37077,Queens,1,13,2024,14,58,253492,BROADWAY,Queens Boulevard Line,Queens Boulevard,NB
37077,Queens,1,13,2024,15,60,253492,BROADWAY,Queens Boulevard Line,Queens Boulevard,NB
37077,Queens,1,13,2024,16,56,253492,BROADWAY,Queens Boulevard Line,Queens Boulevard,NB
37077,Queens,1,13,2024,17,54,253492,BROADWAY,Queens Boulevard Line,Queens Boulevard,NB
37077,Queens,1,13,2024,18,59,253492,BROADWAY,Queens Boulevard Line,Queens Boulevard,NB
37077,Queens,1,13,2024,19,80,253492,BROADWAY,Queens Boulevard Line,Queens Boulevard,NB
37077,Queens,1,13,2024,20,61,253492,BROADWAY,Queens Boulevard Line,Queens Boulevard,NB
37077,Queens,1,13,2024,21,52,253492,BROADWAY,Queens Boulevard Line,Queens Boulevard,NB
37077,Queens,1,13,2024,22,35,253492,BROADWAY,Queens Boulevard Line,Queens Boulevard,NB
37077,Queens,1,13,2024,23,37,253492,BROADWAY,Queens Boulevard Line,Queens Boulevard,NB
37077,Queens,1,14,2024,0,43,253492,BROADWAY,Queens Boulevard Line,Queens Boulevard,NB
37077,Queens,1,14,2024,1,32,253492,BROADWAY,Queens Boulevard Line,Queens Boulevard,NB
37077,Queens,1,14,2024,2,23,253492,BROADWAY,Queens Boulevard Line,Queens Boulevard,NB
37077,Queens,1,14,2024,3,24,253492,BROADWAY,Queens Boulevard Line,Queens Boulevard,NB
37077,Queens,1,14,2024,4,21,253492,BROADWAY,Queens Boulevard Line,Queens Boulevard,NB
37077,Queens,1,14,2024,5,17,253492,BROADWAY,Queens Boulevard Line,Queens Boulevard,NB
37077,Queens,1,14,2024,6,26,253492,BROADWAY,Queens Boulevard Line,Queens Boulevard,NB
37077,Queens,1,14,2024,7,29,253492,BROADWAY,Queens Boulevard Line,Queens Boulevard,NB
37077,Queens,1,14,2024,8,44,253492,BROADWAY,Queens Boulevard Line,Queens Boulevard,NB
37077,Queens,1,14,2024,9,64,253492,BROADWAY,Queens Boulevard Line,Queens Boulevard,NB
37077,Brooklyn,1,13,2024,0,11,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,13,2024,1,8,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,13,2024,2,12,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,13,2024,3,7,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,13,2024,4,9,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,13,2024,5,9,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,13,2024,6,10,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,13,2024,7,18,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,13,2024,8,23,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,13,2024,9,32,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,13,2024,10,45,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,13,2024,11,32,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,13,2024,12,25,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,13,2024,13,28,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,13,2024,14,37,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,13,2024,15,29,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,13,2024,16,53,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,13,2024,17,44,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,13,2024,18,36,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,13,2024,19,21,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,13,2024,20,15,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,13,2024,21,19,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,13,2024,22,7,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,13,2024,23,12,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,14,2024,0,7,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,14,2024,1,16,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,14,2024,2,2,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,14,2024,3,15,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,14,2024,4,6,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,14,2024,5,12,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,14,2024,6,9,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,14,2024,7,9,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,14,2024,8,12,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,14,2024,9,34,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,14,2024,10,42,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,14,2024,11,32,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,14,2024,12,22,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,14,2024,13,40,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,14,2024,14,24,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,14,2024,15,33,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,14,2024,16,60,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,14,2024,17,47,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,14,2024,18,31,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,14,2024,19,25,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,14,2024,20,26,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,14,2024,21,15,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,14,2024,22,18,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Brooklyn,1,14,2024,23,14,152523,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB
37077,Queens,1,7,2024,15,76,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,7,2024,16,65,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,7,2024,17,64,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,7,2024,18,67,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,7,2024,19,68,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,7,2024,20,65,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,7,2024,21,59,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,7,2024,22,59,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,7,2024,23,49,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,8,2024,0,30,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,8,2024,1,23,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,8,2024,2,24,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,8,2024,3,18,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,8,2024,4,32,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,8,2024,5,31,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,8,2024,6,46,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,8,2024,7,75,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,8,2024,8,59,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,8,2024,9,53,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,8,2024,10,64,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,8,2024,11,77,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,8,2024,12,59,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,8,2024,13,53,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,8,2024,14,61,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,8,2024,15,46,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,8,2024,16,62,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,8,2024,17,65,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,8,2024,18,62,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,8,2024,19,59,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,8,2024,20,68,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,8,2024,21,59,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,8,2024,22,64,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,8,2024,23,62,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,9,2024,0,27,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,9,2024,1,37,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,9,2024,2,26,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,9,2024,3,14,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,9,2024,4,28,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,9,2024,5,25,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,9,2024,6,57,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,9,2024,7,67,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,9,2024,8,68,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,9,2024,9,61,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,9,2024,10,66,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,9,2024,11,66,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,9,2024,12,75,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,9,2024,13,66,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,9,2024,14,54,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,9,2024,15,44,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,9,2024,16,66,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,9,2024,17,72,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,9,2024,18,66,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,9,2024,19,69,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,9,2024,20,69,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,9,2024,21,57,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,9,2024,22,64,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,9,2024,23,59,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,10,2024,0,24,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,10,2024,1,28,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,10,2024,2,23,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,10,2024,3,17,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,10,2024,4,29,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,10,2024,5,36,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,10,2024,6,54,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,10,2024,7,64,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,10,2024,8,70,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,10,2024,9,59,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,10,2024,10,62,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,10,2024,11,56,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,10,2024,12,73,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,10,2024,13,61,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,10,2024,14,56,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,10,2024,15,66,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,10,2024,16,55,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,10,2024,17,57,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,10,2024,18,62,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,10,2024,19,84,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,10,2024,20,72,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,13,2024,2,38,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,13,2024,3,37,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,13,2024,4,35,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,13,2024,5,37,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,13,2024,6,37,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,13,2024,7,53,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,13,2024,8,47,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,13,2024,9,65,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,13,2024,10,73,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,13,2024,11,80,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,13,2024,12,72,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,13,2024,13,73,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,13,2024,14,75,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,13,2024,15,77,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,13,2024,16,90,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,13,2024,17,80,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,13,2024,18,83,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,13,2024,19,69,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,13,2024,20,70,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,13,2024,21,54,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,13,2024,22,57,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,13,2024,23,61,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,14,2024,0,52,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,14,2024,1,37,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,14,2024,2,32,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,14,2024,3,43,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,14,2024,4,47,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,14,2024,5,25,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,14,2024,6,25,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,14,2024,7,41,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,14,2024,8,41,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,14,2024,9,52,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,14,2024,10,61,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,14,2024,11,63,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,14,2024,12,58,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,14,2024,13,61,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,14,2024,14,73,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,14,2024,15,72,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,14,2024,16,69,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,14,2024,17,74,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,14,2024,18,64,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,14,2024,19,78,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,14,2024,20,71,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,14,2024,21,73,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,14,2024,22,74,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37077,Queens,1,14,2024,23,56,253492,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB
37203,Queens,1,19,2024,0,13,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,19,2024,1,4,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,19,2024,2,9,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,19,2024,3,11,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,19,2024,4,8,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,19,2024,5,18,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,19,2024,6,36,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,19,2024,7,73,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,19,2024,8,93,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,19,2024,9,58,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,19,2024,10,45,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,19,2024,11,52,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,19,2024,12,55,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,19,2024,13,62,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,19,2024,14,73,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,19,2024,15,78,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,19,2024,16,78,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,19,2024,17,62,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,19,2024,18,74,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,19,2024,19,42,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,19,2024,20,29,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,19,2024,21,31,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,19,2024,22,36,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,19,2024,23,29,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,20,2024,0,10,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,20,2024,1,12,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,20,2024,2,14,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,20,2024,3,12,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,20,2024,4,8,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,20,2024,5,9,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,20,2024,6,12,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,20,2024,7,24,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,20,2024,8,24,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,20,2024,9,32,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,20,2024,10,55,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,20,2024,11,46,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,20,2024,12,46,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,20,2024,13,58,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,20,2024,14,53,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,20,2024,15,58,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,20,2024,16,50,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,20,2024,17,52,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,20,2024,18,39,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,20,2024,19,44,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,20,2024,20,28,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,20,2024,21,30,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,20,2024,22,31,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,20,2024,23,23,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,21,2024,0,21,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,21,2024,1,15,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,21,2024,2,11,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,21,2024,3,8,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,21,2024,4,7,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,21,2024,5,11,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,21,2024,6,12,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,21,2024,7,26,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,21,2024,8,24,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,21,2024,9,23,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,21,2024,10,40,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,21,2024,11,44,9000515,160 STREET,Dead End,Dead end,NB
37203,Queens,1,21,2024,12,34,9000515,160 STREET,Dead End,Dead end,NB
